task,model_A,model_B,mean_F1_A,CI95_lo_A,CI95_hi_A,mean_F1_B,CI95_lo_B,CI95_hi_B,delta,t_stat,t_p,w_stat,w_p,cohen_d,significant
diagnosis,sdcnn,vgg16,1.0,1.0,1.0,0.9894736842105264,0.968421052631579,1.0,0.010526315789473606,1.0,0.37390096630005887,5.0,0.4795001221869535,0.4472135954809579,False
diagnosis,sdcnn,mobilenetv2,1.0,1.0,1.0,0.9894736842105264,0.968421052631579,1.0,0.010526315789473606,1.0,0.37390096630005887,5.0,0.4795001221869535,0.4472135954809579,False
diagnosis,sdcnn,efficientnet_b0,1.0,1.0,1.0,0.9894736842105264,0.968421052631579,1.0,0.010526315789473606,1.0,0.37390096630005887,5.0,0.4795001221869535,0.4472135954809579,False
