label,task,mean_f1,std_f1,mean_prec,mean_rec,mean_acc
SDCNN-2block (shallow),detection,0.6563149522799576,0.32968448260950645,0.692346405228758,0.633596837944664,0.7028019323671497
SDCNN-3block (proposed),detection,0.8772586328400281,0.0683289520758722,0.9301502419149477,0.8339920948616601,0.8859903381642512
SDCNN-4block (deep),detection,0.8922016538297759,0.06504752172090819,0.9346456556410789,0.8588932806324111,0.898840579710145
