label,task,mean_f1,std_f1,mean_prec,mean_rec,mean_acc
128×128 (fast),detection,0.8975678068701324,0.04050604159436927,0.9536363636363637,0.850197628458498,0.9033816425120772
224×224 (standard),detection,0.8772586328400281,0.0683289520758722,0.9301502419149477,0.8339920948616601,0.8859903381642512
