task,model,fold,precision,recall,f1,accuracy
detection,vgg16_tl,1,1.0,1.0,1.0,1.0
detection,vgg16_tl,2,0.9090909090909091,0.8695652173913043,0.8888888888888888,0.8913043478260869
detection,vgg16_tl,3,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.9347826086956522
detection,vgg16_tl,4,0.9090909090909091,0.8695652173913043,0.8888888888888888,0.8888888888888888
detection,vgg16_tl,5,1.0,1.0,1.0,1.0
